Brand,Product,Product Type,Price,Rating,Details,Ingredients,URL,Store
amika,Vault Color-Lock Conditioner,conditioner,16.0,4.0,"Which hair type is it good for?✔ Straight✔ Wavy✔ Curly✔ Coiled✔  Tightly CoiledWhat it is:An antioxidant-rich, color-protecting conditioner that prevents fading and maintains vibrancy by shielding against damaging UV rays and free radicals.Key benefits:- Protects against UV rays- Protects against free radical damage- Counteracts dulling hard waterIf you want to know more… Extending your hair color lifeline has never been easier thanks to the unique combination of UV filters and antioxidant-rich obliphica berry. Sophisticated UV filters shield color and prevent fading, while powerful antioxidants protect against free radical damage. Vibrant color is locked in and protected, while five different amino acids strengthen the hair shaft, smooth the cuticle, and boost the hair’s elasticity and health. It's perfect for those looking to get the most out of their color by protecting it from damaging UV rays and color fading. What it is formulated WITHOUT:- Parabens- Sulfates- PhthalatesWhat else you need to know: This product is certified vegan and formulated without MIT/MCI, artificial colors, formaldehydes, formaldehyde-releasing agents, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, triclosan, triclocarban, aluminum, talc, and have less than one percent synthetic fragrances. It is safe for color-treated, Brazilian-treated, and keratin-treated hair.Sea buckthorn berry (also known as obliphica) is included in all of Amika’s haircare and styling products. It contains over 190 biologically active compounds, including vitamin C (15 times more than an orange), vitamin A (three times more than a carrot), and vitamin E. It also has high concentrations of the rare omega-7, making up 40 percent of the berry. Typically only found in fish oil, omega-7 keeps free radicals at bay and promotes the production of collagen, a key building block for skin, hair, and nails. Sea buckthorn has been thoroughly researched in over 130 modern scientific studies that have found that this berry promotes health. Women throughout the ages have used the obliphica berry to protect themselves against the ravages of the sun and the elements. Founded on tradition and now based on extensive scientific research, sea buckthorn is one of the biggest functional whole food rediscoveries of the 21st century."," -Soybean Oil: Protects against fading and keeps color vibrant for longer.  
-Disodium EDTA: Counteracts the effects of hard water which can build up on hair, dulling color.  
-Amino Acid Blend: Strengthens the hair shaft, smooths the cuticle, and boosts elasticity and health.  
-Sea Buckthorn Berry (Obliphica): Protects, hydrates, and nourishes hair. 
  
Water, Cetearyl Alcohol, Behentrimonium Methosulfate, Glycerin, Cyclopentaiioxane, Dicetyldimonium Chloride, Cyclotetrasiloxane Alanine, Amodimethicone, Arginine, Benzophenone -3, Betaine- C11-15 Pareth- 7, C11-15 Pareth- 7, C12-13 Pareth-23, C12-13 Pareth-3, Cetrimonium Chloride, Citric Acid, Dimethiconol, Disodium EDTA- Divinyidimethicone/Dimethicone Copolymer, Dicetyldimonium Chloride, Glutamic Acid- Glycine Soja (Soybean Oil), Guar Hydroxypropyltrimonium Chloride-, Hippophae Rhamnoides Oil- (Sea Buckthorn Oil), Laureth- 9, PEG-45M, Polyquaternium- 37, Polyquaternium- 37, Polysorbate 60 PPG-1 Trideceth-6-, Proline, Propylene Glycol Dicapryiate/Dicaprate -, Serine Sodium PCA, Sorbitol, Stearamidopropyl Dimethylamine, Tetrasodium EDTA, Threonine, Trideceth-12, Phenoxyethanol, Fragrance.     
",https://sephora.com/product/keep-your-color-conditioner-P420709?icid2=products%20grid:p420709,Sephora
Briogeo,Color Me Brilliant™ Mushroom + Bamboo Color Protect Conditioner,conditioner,28.0,4.5,"What it is: A conditioner formulated with an active, natural color-lock complex that is scientifically proven to reduce color fade.Hair Type: Straight, Wavy, Curly, and CoilyHair Texture: Fine, Medium, and ThickHair Concerns: Color FadingFormulation: Lightweight LiquidHighlighted Ingredients:- Turkey Tail Mushroom Extract: Supports hair’s strength.- Bamboo: A sustainable and natural source of silica which coats and protects the colored hair without weighing it down.- Radish Root Ferment: Works as a natural antimicrobial in the active complex. Ingredient Callouts:  This product is vegan, cruelty-free, and gluten-free, and comes in recyclable packaging.What Else You Need to Know: This active, natural, color-lock complex coats color-treated hair, locking in color and protecting from fade due to frequent washing. This complex of turkey tail mushrooma vegan keratin alternativeand bambooto protect and strengthen the hairadds shine, coats, and defends against color fade.Clean at SephoraClean at Sephora is formulated without a list of over 50 ingredients, including sulfates (SLS and SLES), parabens, phthalates, and more. For the full list, check out the Ingredients tab.","-Turkey Tail Mushroom Extract: Supports hair’s strength.-Bamboo: A sustainable and natural source of silica which coats and protects the colored hair without weighing it down.-Radish Root Ferment: Works as a natural antimicrobial in the active complex. Water, Cetearyl Alcohol, Glycerin*, Isopropyl Palmatate*, Behentrimonium Chloride*, Brassica Alcohol*, Cetyl Esters*, Trametes Versicolor Extract, Bambusa Arundinacea Leaf Extract, Coccinia Indica Fruit Extract, Curcuma Longa (Turmeric) Root Extract, Prunus Armeniaca (Apricot) Kernel Oil, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Hydrolyzed Corn Protein, Hydrolyzed Wheat Protein, Hydrolyzed Soy Protein, Panthenol, Solanum Melongena (Eggplant) Fruit Extract, Aloe Barbadensis Flower Extract, Persea Gratissima (Avocado) Oil, Leuconostoc/Radish Root Ferment Filtrate, Helianthus Annuus (Sunflower) Seed Oil, Melia Azadirachta Leaf Extract, Ocimum Basilicum (Basil) Flower/Leaf Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Cynara Scolymus (Artichoke) Leaf Extract, Melia Azadirachta Flower Extract, Guar Hydroxypropyltrimonium Chloride*, Pisum Sativum (Pea) Extract, Corallina Officinalis Extract, Cetrimonium Chloride, Linum Usitatissimum (Linseed) Seed Oil, Ocimum Sanctum Leaf Extract, Lavandula Angustifolia (Lavender) Flower/Leaf/Stem Extract, Behentrimonium Methosulfate, Punica Granatum Fruit Juice, Sodium Hydroxide, Brassicyl Isoleucinate Esylate*, Caprylhydroxamic Acid*, Fragrance, Benzyl Alcohol.
Clean at Sephora products are formulated without:
SulfatesSLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats, Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",https://sephora.com/product/color-me-brilliant-tm-mushroom-bamboo-color-protect-conditioner-P443755?icid2=products%20grid:p443755,Sephora
Bumble and bumble,Seaweed Conditioner,conditioner,27.0,3.5,"What it is:A lightweight detangler made with marine seaweed and spirulina.

What it does:This conditioner gently detangles, nourishes, softens, and helps to manage freshly washed hair.
What it is formulated WITHOUT:- Parabens
What else you need to know:Made with marine greens for practically anyone (and ideal for frequent bathers), this conditioner is best paired with Seaweed Shampoo. It's also safe for use on color-treated hair.Bumble and bumble is a cruelty-free brand, meaning they don't test on animals. Bb. products are free from parabens, phthalates, mineral oils, and formaldehyde."," -Sea Silk Extract: Nourishes scalp; promotes healthy looking hair.-Ascophyllum Nudosum (Seaweed) Extract: Moisturizes; adds elasticity, luster, softness, body; reduces flyaways.-Macrocystis Pyrifera (Sea Kelp) Extract: Adds shine and manageability.-Spirulina Maxima Extract: Hydrates.

Water, Cetyl Alcohol, Stearyl Alcohol, Ceteareth-20, Ascophyllum Nodosum (Seaweed) Extract, Macrocystis Pyrifera (Kelp) Extract, Spirulina Maxima Extract, Hydrolyzed Algae Extract, Arachidyl Alcohol, Dicetyldimonium Chloride, Stearalkonium Chloride, Isopropyl Alcohol, Glycerin, Polyquaternium-6, Tetrasodium EDTA, Citric Acid, Alcohol Denat., Methylchloroisothiazolinone, Methylisothiazolinone, Phenoxyethanol, Yellow 5 (CI 19140), Blue 1 (CI 42090), Limonene, Fragrance .",https://sephora.com/product/seaweed-conditioner-P280563?icid2=products%20grid:p280563,Sephora
Kérastase,Resistance Pre-Shampoo Conditioner,conditioner,40.0,4.5,"Which hair type is it good for?✔ Straight✔ Wavy✔ Curly✔ Coiled✔  Tightly Coiled
What it is:A pre-shampoo, fiber-renewing conditioner to strengthen fine and medium hair. 
Key benefits:- Hair is left looking healthy- Instantly repairs hair fibers - Protects hair during shampooing
If you want to know more…This luxurious, pre-shampoo conditioner effectively forms a protecting film onto hair fibers to shield from washing and further damage, leaving you with luscious, healthy locks. Its unique FIBRA-KAP™ formula regenerates keratin-associated proteins to repair hair structure and restore moisture.  




"," -SP94: Powerful, gluco-peptide that enhances hair fiber’s resilience, structure, and strength.  
-Amino Acids: Compensate for the loss of fiber mass.  
-Wheat Protein Derivative: Restores uniformity and smoothness.  
-Resurrection Sap: Restores the hair fiber.  
Water, Amodimethicone, Cetearyl Alcohol, Fragrance, Polyquaternium-6, Trideceth-5, Polyquaternium-37, Phenoxyethanol, Propylene Glycol Dicaprylate / Dicaprate, Steareth-20, Glycerin, Phenyl Trimethicone, Cetyl Hydroxyethylcellulose, Trideceth-10, Linalool, 2-Oleamido-1,3-Octadecanediol, Ppg-1 Trideceth-6, Citronellol, Glycine, Arginine, Proline, Tyrosine, Glutamic Acid, Chlorhexidine Digluconate, Geraniol, Serine, Hydroxypropyltrimonium Hydrolyzed Wheat Protein, Benzyl Alcohol, Acetic Acid, Safflower Glucoside, Isoeugenol, Silica Dimethyl Silylate, Hydrated Silica, Polysorbate 60, Trehalose, Tamarindus Indica Seed Polysaccharide, Myrothamnus Flabellifolia Leaf Extract, Disodium Phosphate, Tocopherol, Citric Acid, Bht, Sodium Citrate.",https://sephora.com/product/resistance-pre-shampoo-conditioner-P434433?icid2=products%20grid:p434433,Sephora
Bumble and bumble,Hairdresser’s Invisible Oil Dry Oil Finishing Spray,conditioner,34.0,4.0,"What it is: A lightweight, frizz-taming micro-mist that hydrates and softens dry hair and adds an instant boost of radiance to finished styles.Hair Type: Straight, Wavy, and CurlyHair Texture: Fine, Medium, and ThickHair Concerns: Dryness, Shine, and Color SafeFormulation: SprayHighlighted Ingredients:- Vitis Vinifera (Grape) Seed Oil, Carthamus Tinctorius (Safflower) Seed Oil, and Gardenia Tahitensis (Tiare) Flower Extract: Condition, soften, and add shine. Ingredient Callouts: Free of sulfates SLS and SLES, parabens, formaldehydes, phthalates, and mineral oil. This product is also cruelty-free. What Else You Need to Know: This lightweight, frizz-taming micro-mist deeply moisturizes and softens dry hair. This UV-protective formula delivers radiance and frizz control, without collapsing styles. Dry, dull hair is left looking revived and healthy. This mist also works well with dry, damaged, and/or color-treated hair.","-Vitis Vinifera (Grape) Seed Oil, Carthamus Tinctorius (Safflower) Seed Oil, Gardenia Tahitensis (Tiare) Flower Extract: Condition, soften, and add shine. Hydrofluorocarbon 152a, Isobutane, Alcohol Denat., Butane, Caprylyl Methicone, Carthamus Tinctorius (Safflower) Seed Oil, Vitis Vinifera (Grape) Seed Oil, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Macadamia Ternifolia Seed Oil, Argania Spinosa Kernel Oil, Cocos Nucifera (Coconut) Oil, Vitis Vinifera (Grape) Seed Extract, Gardenia Tahitensis (Tiare) Flower Extract, Ethyl Trisiloxane, Glycerin, Water, Dimethicone, Phenylpropyldimethylsiloxysilicate, Ethylhexyl Methoxycinnamate, Trisiloxane, Cetrimonium Chloride, Trimethylsiloxyamodimethicone, Diisopropyl Adipate, C11-15 Pareth-7, C12-16 Pareth-9, Trideceth-12, Polyquaternium-59, Butylene Glycol, Tocopherol, Fragrance, Hexyl Cinnamal, Linalool, Limonene, Butylphenyl Methylpropional, Phenoxyethanol. ",https://sephora.com/product/hairdresser-s-invisible-oil-dry-oil-finishing-spray-P410733?icid2=products%20grid:p410733,Sephora
shu uemura,Color Lustre Brilliant Glaze Conditioner- For Color Treated Hair,conditioner,59.0,4.5,"What it is: A conditioner for color-treated hair that provides lightweight conditioning with a weightless glazed shine.Hair Type: Straight, Wavy, Curly, and CoilyHair Texture: Fine, Medium, and ThickKey Benefits: Shine, Color Safe, and Conditioning Formulation: Lightweight LiquidHighlighted Ingredients:- Musk Rose Oil: Nurtures the hair.- Goji Berry Extract: Protects the hair from oxidation. What Else You Need to Know:  This conditioner is infused with musk rose oilwhich is rich in fatty acids, vitamin A, and goiji berry extractto protect the hair from oxidation and hair color fading, paving the way for weightless, shiny hair. ","-Musk Rose Oil: Nurtures the hair-Goji Berry Extract: Protects the hair from oxidation. Aqua / Water, Sodium Laureth Sulfate, Coco-Betaine, Laureth-5 Carboxylic Acid, Cocamide Mipa, Glycerin, Sodium Chloride, Quaternium-33, Alcohol, Tocopherol, Sodium Benzoate, Sodium Acetate, Sodium Citrate, Sodium Hydroxide, Phenoxyethanol, Safflower Glucoside, Ppg-5-Ceteth-20, Peg-55 Propylene Glycol Oleate, Behentrimonium Methosulfate, Polyquaternium-10, Salicylic Acid, Gentiana Lutea Root Extract, Isostearyl Neopentanoate, Amodimethicone, Propylene Glycol, Isopropyl Alcohol, Propyl Gallate, Rosa Canina Fruit Oil, Cetyl Alcohol, Citronellol, Bht, Citric Acid, Parfum / Fragrance.",https://sephora.com/product/color-lustre-brilliant-glaze-conditioner-for-color-treated-hair-P403926?icid2=products%20grid:p403926,Sephora
shu uemura,Urban Moisture Hydro-Nourishing Conditioner,conditioner,59.0,4.5,"What it is: 
A moisturizing conditioner for dry hair that strengthens and smooths the hair fibers, leaving hair healthy-looking and soft from root to tip.

Hair Type: Straight, Wavy, Curly, and Coily

Hair Texture: Fine, Medium, and Thick

Key Benefits: Hydrates and Color Safe

Formulation: Lightweight Liquid

Highlighted Ingredients:
- Moringa Flower Extract: Combats pollutants and purifies.
- Red Algae Extract: Supports hair cell regeneration.

What Else You Need to Know: This conditioner combats dry hair by providing it with an intense dose of hydration, purifying the strands for hair that’s tamed and detangled. Formulated with rare ingredients such as moringa flower extract, it protects from future dryness and from pollutants commonly found in urban settings."," -Moringa Flower Extract: Combats pollutants and purifies.
-Red Algae Extract: Supports hair cell regeneration.

Aqua/Water, Cetearyl Alcohol, Behentrimonium Chloride, Glycerin, Peg-180, Potato Starch Modified, Amodimethicone, Cetyl Esters, Isopropyl Alcohol, Phenoxyethanol, Hydroxyethylcellulose, Trideceth-6, Tocopherol, Glycine Soja Oil/Soybean Oil, Sodium Pca, Chlorhexidine Digluconate, Alcohol, Cetrimonium Chloride, Safflower Glucoside, Hexyl Cinnamal, Hydroxycitronellal, Gentiana Lutea Root Extract, Moringa Pterygosperma Seed Extract, Corallina Officinalis Extract, Disodium Phosphate, Citric Acid, Bht, Sodium Citrate, Parfum/Fragrance.",https://sephora.com/product/urban-moisture-hydro-nourishing-conditioner-P414030?icid2=products%20grid:p414030,Sephora
Moroccanoil,Curl Enhancing Conditioner,conditioner,29.0,3.5,"Which hair type is it good for?✔ Wavy✔ Curly✔ Coiled✔  Tightly Coiled
What it is:A curl-amplifying conditioner with nourishing argan oil to rejuvenate elasticity, shine, and manageability.
Key benefits:
- Gently detangles
- Fights frizz
- Enhances curls
If you want to know more… Curl Enhancing Conditioner gently detangles hair while keeping curls hydrated and defined. It boosts elasticity, shine, and manageability and protects hair for a healthy-looking finish. 
What it is formulated WITHOUT:- Parabens- Sulfates- Phthalates
What else you need to know: This strengthening, color-safe formula is free of phosphates.

"," -Argan Oil: Rich in tocopherols (vitamin E), essential fatty acids, and antioxidants to nourish hair.-Hydrolyzed Vegetable Protein: Absorbs into hair, building strength from within to reinforce and protect the surface of the hair.-Abyssinian Oil: Boosts shine while helping to detangle hair.Water, Cetearyl Alcohol, Hydrogenated Ethylhexyl Olivate, Behentrimonium Methosulfate, Cetyl Esters, Behentrimonium Chloride, Parfum/Fragrance, Argania Spinosa (Argan) Kernel Oil, Cocos Nucifera (Coconut) Oil, Limnanthes Alba (Meadowfoam) Seed Oil, Aloe Barbadensis (Aloe Vera) Leaf Juice, Achillea Millefolium (Common Yarrow) Extract, Helianthus Annuus (Sunflower) Seed Extract, Macrocystis Pyrifera (Kelp) Extract, Salvia Officinalis (Sage) Leaf Extract, Vitis Vinifera (Grape) Seed Extract, Crambe Abyssinica Seed Oil, Hydrogenated Olive Oil Unsaponifiables, Hydrolyzed Vegetable Protein PG-Propyl Silanetriol, Hydrolyzed Soy Protein, Citric Acid, Tocopheryl Acetate, Tocopherol, Glycerin, Ethylhexylglycerin, Quaternium-87, Propylene Glycol, Quaternium-80, Hydroxypropyl Guar, Polyquaternium-55, Polyquaternium-68, BHT, Panthenol, Maltodextrin, Peg-8, Caprylyl Glycol, Disodium EDTA, Peg-8/Smdi Copolymer, Palmitoyl Myristyl Serinate, Sodium Polyacrylate, Biotin, Cetrimonium Chloride, Ethylhexyl Salicylate (Octisalate), Butyl Methoxydibenzoylmethane (Avobenzone), Ethylhexyl Methoxycinnamate (Octinoxate), Potassium Sorbate, Phenoxyethanol, Alpha-Isomethyl Ionone, Linalool.
",https://sephora.com/product/curl-enhancing-conditioner-P427310?icid2=products%20grid:p427310,Sephora
Christophe Robin,Volume Conditioner with Rose Extracts,conditioner,43.0,4.0,"Which hair type is it good for?✔ Straight✔ Wavy✔ Curly✔ Coiled✔  Tightly Coiled
What it is:A detangling and protective conditioner for fine, color-treated, or natural hair.
Key benefits:
- Creates natural volume
- Adds body to hair
- Protects color
If you want to know more…This volumizing range protects the color, nourishes the hair fiber, and provides body and volume without drying out the hair. The formula is enriched with rose water and extracts of fortifying baobab extract to gently cleanse, preserve color, and restore volume and softness. Rose extracts combined with vitamins A and E help nourish and maintain the radiance of color without weighing hair down. Hair regains its tone and body, and is left easy to style.
What it is formulated WITHOUT:- Parabens- Phthalates
"," -Rose Extracts: Nourish and protect color.  
-Baobab Leaf Extract: Volumize and strengthen. 
-Vitamins A and EWater, Cetearyl Alcohol, Hydrolyzed Adansonia Digitata Extract, Glycerin, Behentrimonium Chloride, Rosa Centifolia Flower Water, Fragrance, Cetyl Alcohol, Rosa Moschata Seed Oil, Rosa Gallica Extract, Cetrimonium Chloride, Hydroxypropyl Guar, Tocopheryl Acetate, Polyquaternium-16, Citric Acid, Retinyl Palmitate, Helianthus Annuus (Sunflower) Seed Oil, Disodium Edta, Sodium Benzoate, Citronellol, Geraniol, Phenoxyethanol, Carbomer, Potassium Sorbate, Tocopherol. 
",https://sephora.com/product/volume-conditioner-with-rose-extracts-P401463?icid2=products%20grid:p401463,Sephora
Drybar,On The Rocks Lightweight Conditioner,conditioner,26.0,4.0,"What it is: A lightweight formula that conditions dry hair without weighing it down.
Hair Type: Straight, Wavy, Curly, and Coily
Hair Texture: Fine, Medium, and Thick
Hair Concerns: Dryness, Shine, and Straightening/Smoothing
Formulation: Lightweight Cream
Highlighted Ingredients:- Coriander: Seals and smooths the hair cuticle to boost shine.
- Macadamia Nut Oil: Provides lightweight hydration while detangling and reducing frizz.
 Ingredient Callouts:  Free of sulfates SLS and SLES, parabens, phthalates, and silicone. This product is also cruelty-free.
What Else You Need to Know: This conditioner features the Noir scent with notes of ginger, mint, and sandalwood.
","Water, Cetearyl Alcohol, Glycerin, Hydrogenated Ethylhexyl Olivate, Butylene Glycol, Behentrimonium Chloride, Fragrance, Charcoal Powder, Macadamia Ternifolia Seed Oil, Moringa Oleifera Seed Oil, Chamomilla Recutita (Matricaria) Flower Extract, Salvia Officinalis (Sage) Leaf Extract, Coriandrum Sativum (Coriander) Fruit Oil, Equisetum Hyemale Extract, Keratin, Hydrolyzed Keratin, Hydrolyzed Vegetable Protein PG-Propyl Silanetriol, Panthenol, Dimethiconol Panthenol, Quaternium-91, Hydrolyzed Soy Protein, Cetrimonium Chloride, Hydrogenated Olive Oil Unsaponifiables, Amodimethicone, Guar Hydroxypropyltrimonium Chloride, Caesalpinia Spinosa Gum, Tocopherol, Myristyl Myristate, C11-15 Pareth-7, Laureth-9, Trideceth-12, Cetyl Triethylmonium Dimethicone PEG-8 Succinate, Silicone Quaternium-8, Butyl Methoxydibenzoylmethane, Ethylhexyl Methoxycinnamate, Ethylhexyl Salicylate, Citric Acid, BHT, Hexylene Glycol, Caprylyl Glycol, Sodium Coco PG-Dimonium Chloride Phosphate, Disodium EDTA, Etidronic Acid, Ethylhexylglycerin, Potassium Sorbate, Phenoxyethanol, Synthetic Fluorphlogopite, Linalool, Benzyl Salicylate, Limonene, Geraniol, Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde, Eugenol, CI 77499 (Iron Oxides), CI 77891 (Titanium Dioxide).",https://sephora.com/product/on-rocks-lightweight-replenishing-conditioner-P422244?icid2=products%20grid:p422244,Sephora
ALTERNA Haircare,CAVIAR Anti-Aging® Multiplying Volume Conditioner,conditioner,34.0,4.5,"What it is:
A paraben-free conditioner that builds volume, adds weightless moisture, and improves the overall appearance of fine, thin hair. 

What it is formulated to do:
This gentle conditioner reduces hair breakage while nourishing strands and adding volume with weightless moisture. The secret is the Marine Plumping Complex, which contains omega-3 and Seasilk® to strengthen and restore hair’s natural thickness, and reduce breakage. Color Hold®, a proprietary technology, locks in hair color brightness.

What it is formulated WITHOUT:
- Parabens
- Sulfates
- Phthalates

What else you need to know:
 This product is also free of synthetic color, DEA/TEA,  and petrochemicals, and is suited for color-treated hair. It is part of the first luxury hair care collection inspired by skin-plumping technology for supremely voluminous hair. 

Research results:
In a consumer test of 30 women who used the CAVIAR Anti-Aging Bodybuilding Volume Shampoo, CAVIAR Anti-Aging Bodybuilding Volume Conditioner, and CAVIAR Anti-Aging Miracle Multiplying Volume Mist (each sold separately) over the course of two weeks:
- 89% said the more they used, the more their hair looked multiplied
"," -Caviar Extract: Contains amino acids and omega-3 fatty acids that help smooth the hair shaft and increase shine.
-Seasilk® (A blend of marine botanicals): Provides exceptional moisture.
-A blend of Keratin, Panthenol, and Biotin: Strengthens, fortifies, and reinforces to support weak and fragile hair strands.
-Color Hold® (A proprietary technology): Locks in hair color brightness.

 Water, Cetearyl Alcohol, Behentrimonium Chloride, Cyclopentasiloxane, Cetrimonium Bromide, Stearamidopropyl Dimethylamine, Polysorbate 60, Glycereth-26, Panthenol, Dimethiconol, Polyquaternium-55, Hydrolyzed Vegetable Protein PG-Propyl Silanetriol, Saccharomyces/Magnesium Ferment, Saccharomyces/Copper Ferment, Saccharomyces/Silicon Ferment, Saccharomyces/Zinc Ferment, Saccharomyces/Iron Ferment, Glycerin, Tocopheryl Acetate, Caviar Extract, Polysilicone-15, Superoxide Dismutase, Butyrospermum Parkii (Shea) Butter, Linum Usitatissimum (Linseed) Seed Oil, Phospholipids, Algae Extract, Ascorbic Acid, Polyquaternium-37, Helianthus Annuus (Sunflower) Seed Oil, Amodimethicone, Hydrogenated Polydecene, Cetrimonium Chloride, Trideceth-6, Trideceth-12, Butylene Glycol, Citric Acid, Hydroxyethylcellulose, Guar Hydroxypropyltrimonium Chloride, Disodium EDTA, Phenoxyethanol, Methylisothiazolinone, Fragrance.
",https://sephora.com/product/caviar-anti-aging-bodybuilding-volume-conditioner-P405299?icid2=products%20grid:p405299,Sephora
Drybar,Blonde Ale Brightening Conditioner,conditioner,27.0,3.5,"Which hair type is it good for?✔ Straight✔ Wavy✔ Curly✔ Coiled✔  Tightly Coiled
What it is: A conditioner that enhances blonde tones, adds shine, and creates smoother, more manageable hair. Key benefits:- Deeply hydrates- Strengthens hair to prevent future damage - Doesn’t weigh hair down  
If you want to know more… This formula deeply conditions and delivers lightweight moisture to blonde and highlighted hair. It detangles, softens, and increases manageability without weighing hair down. The color-enhancing formula supports blonde tones by boosting vibrancy and adding shine for a lustrous, healthy-looking finish. Sunflower seed oil nourishes and hydrates hair, increasing softness and manageability. Lemon extract brightens highlights and preserves the integrity of the hair color. Chamomile extract gently boosts blonde tones while increasing shine.  
What it is formulated WITHOUT:- Parabens- Sulfates- Phthalates
What else you need to know: This product features the Noir scent with notes of ginger, mint, and sandalwood  


"," -Sunflower Seed Oil: Nourishes and hydrates hair, increasing softness and manageability.  
-Lemon Extract: Brightens, highlights, and preserves the integrity of the hair color.   
-Chamomile Extract: Gently boosts blonde tones while increasing shine.  
Water, Cetearyl Alcohol, Hydrogenated Ethylhexyl Olivate, Glycerin, Propanediol, Caprylic/Capric Triglyceride, Quaternium-91, Parfum (Fragrance), Moringa Oleifera Seed Oil, Citrus Limon (Lemon) Fruit Extract, Chamomilla Recutita (Matricaria) Flower Extract, Lycium Barbarum Fruit Extract, Helianthus Annuus (Sunflower) Seed Extract, Hydrolyzed Soy Protein, Hydrolyzed Vegetable Protein PG-Propyl Silanetriol, Tocopheryl Acetate, Jojoba Esters, Tocopherol, Panthenol, Hydrogenated Coco-Glycerides, Hydrogenated Olive Oil Unsaponifiables, Behentrimonium Chloride, Ethylhexylglycerin, Linoleamidopropyl PG-Dimonium Chloride Phosphate Dimethicone, Dipropylene Glycol, Ethylhexyl Salicylate, Guar Hydroxypropyltrimonium Chloride, Cyclopentasiloxane, Cetrimonium Chloride, Myristyl Myristate, Amodimethicone, C11-15 Pareth-7, Laureth-9, Trideceth-12, Dimethiconol, Polyquaternium-37, Octyldodecanol, Butyl Methoxydibenzoylmethane, Ethylhexyl Methoxycinnamate, Polyquaternium-70, Disodium EDTA, Citric Acid, BHT, Phenoxyethanol, Chlorphenesin, DMDM Hydantoin, Potassium Sorbate, Iodopropynyl Butylcarbamate, Linalool, Benzyl Salicylate, Geraniol, Limonene, Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde, CI 60730 (Ext. Violet 2). 
",https://sephora.com/product/blonde-ale-brightening-conditioner-P399336?icid2=products%20grid:p399336,Sephora
